Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_ALL,Prod_Merc_Positions_Short_ALL,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_ALL,M_Money_Positions_Short_ALL,M_Money_Positions_Spread_ALL,Other_Rept_Positions_Long_ALL,Other_Rept_Positions_Short_ALL,Other_Rept_Positions_Spread_ALL,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap_Positions_Short_Old,Swap_Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap_Positions_Short_Other,Swap_Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Othr,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Othr,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
BUTTER (CASH SETTLED) - CHICAGO MERCANTILE EXCHANGE,230207,2/7/2023,050642,CME ,00,050 ,8618,6877,2575,836,2924,267,0,333,32,0,2201,66,8078,8398,540,220,8618,6877,2575,836,2924,267,0,333,32,0,2201,66,8078,8398,540,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-963,-858,113,22,-305,29,0,-59,8,-69,-629,-6,-874,-849,-89,-114,100,79.8,29.9,9.7,33.9,3.1,0,3.9,0.4,0,25.5,0.8,93.7,97.4,6.3,2.6,100,79.8,29.9,9.7,33.9,3.1,0,3.9,0.4,0,25.5,0.8,93.7,97.4,6.3,2.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,23,18,,4,4,0,,,0,6,5,34,30,44,23,18,,4,4,0,,,0,6,5,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.1,44.7,68.1,65.2,42.6,41.7,67.6,61.3,43.1,44.7,68.1,65.2,42.6,41.7,67.6,61.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 20,000 POUNDS)",A25,FutOnly
BUTTER (CASH SETTLED) - CHICAGO MERCANTILE EXCHANGE,230131,1/31/2023,050642,CME ,00,050 ,9581,7735,2462,814,3229,238,0,392,24,69,2830,72,8952,9247,629,334,9581,7735,2462,814,3229,238,0,392,24,69,2830,72,8952,9247,629,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,509,394,-10,-62,140,0,-11,-1,-4,76,-16,618,520,-160,-62,100,80.7,25.7,8.5,33.7,2.5,0,4.1,0.3,0.7,29.5,0.8,93.4,96.5,6.6,3.5,100,80.7,25.7,8.5,33.7,2.5,0,4.1,0.3,0.7,29.5,0.8,93.4,96.5,6.6,3.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,22,18,,4,4,0,,,,6,4,33,30,45,22,18,,4,4,0,,,,6,4,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,45.6,65.1,66.1,40.6,43.2,64.7,62.9,41,45.6,65.1,66.1,40.6,43.2,64.7,62.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 20,000 POUNDS)",A25,FutOnly
BUTTER (CASH SETTLED) - CHICAGO MERCANTILE EXCHANGE,230124,1/24/2023,050642,CME ,00,050 ,9123,7226,2068,824,3291,98,0,403,25,73,2754,88,8334,8727,789,396,9123,7226,2068,824,3291,98,0,403,25,73,2754,88,8334,8727,789,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,356,306,190,183,68,0,-13,-1,-15,-27,64,662,580,-91,-9,100,79.2,22.7,9,36.1,1.1,0,4.4,0.3,0.8,30.2,1,91.4,95.7,8.6,4.3,100,79.2,22.7,9,36.1,1.1,0,4.4,0.3,0.8,30.2,1,91.4,95.7,8.6,4.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,22,18,,4,,0,,,,6,4,32,31,45,22,18,,4,,0,,,,6,4,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.2,46.7,67.2,67.9,41.8,45.4,66.8,66.1,42.2,46.7,67.2,67.9,41.8,45.4,66.8,66.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 20,000 POUNDS)",A25,FutOnly
BUTTER (CASH SETTLED) - CHICAGO MERCANTILE EXCHANGE,230117,1/17/2023,050642,CME ,00,050 ,8552,6870,1762,634,3108,30,0,416,26,88,2781,24,7672,8147,880,405,8552,6870,1762,634,3108,30,0,416,26,88,2781,24,7672,8147,880,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,185,125,190,43,0,0,0,0,16,83,-2,389,249,-91,49,100,80.3,20.6,7.4,36.3,0.4,0,4.9,0.3,1,32.5,0.3,89.7,95.3,10.3,4.7,100,80.3,20.6,7.4,36.3,0.4,0,4.9,0.3,1,32.5,0.3,89.7,95.3,10.3,4.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,20,15,,4,,0,,,,6,,28,28,42,20,15,,4,,0,,,,6,,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.9,48.2,67.4,69.6,43.9,48,67.3,69.1,43.9,48.2,67.4,69.6,43.9,48,67.3,69.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 20,000 POUNDS)",A25,FutOnly
BUTTER (CASH SETTLED) - CHICAGO MERCANTILE EXCHANGE,230110,1/10/2023,050642,CME ,00,050 ,8254,6685,1637,444,3065,30,0,416,26,72,2698,26,7283,7898,971,356,8254,6685,1637,444,3065,30,0,416,26,72,2698,26,7283,7898,971,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1559,-1433,-268,-88,-446,-72,0,-43,0,-38,-682,-4,-1635,-1515,76,-44,100,81,19.8,5.4,37.1,0.4,0,5,0.3,0.9,32.7,0.3,88.2,95.7,11.8,4.3,100,81,19.8,5.4,37.1,0.4,0,5,0.3,0.9,32.7,0.3,88.2,95.7,11.8,4.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,19,14,,4,,0,,,,6,,27,27,40,19,14,,4,,0,,,,6,,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.5,48.9,67.4,70.7,44.5,48.8,67.4,70.2,44.5,48.9,67.4,70.7,44.5,48.8,67.4,70.2,0,0,0,0,0,0,0,0,"(CONTRACTS OF 20,000 POUNDS)",A25,FutOnly
BUTTER (CASH SETTLED) - CHICAGO MERCANTILE EXCHANGE,230103,1/3/2023,050642,CME ,00,050 ,9813,8118,1905,532,3511,102,0,459,26,110,3380,30,8918,9413,895,400,9813,8118,1905,532,3511,102,0,459,26,110,3380,30,8918,9413,895,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,293,44,0,95,0,0,43,-18,18,135,-3,290,296,14,8,100,82.7,19.4,5.4,35.8,1,0,4.7,0.3,1.1,34.4,0.3,90.9,95.9,9.1,4.1,100,82.7,19.4,5.4,35.8,1,0,4.7,0.3,1.1,34.4,0.3,90.9,95.9,9.1,4.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,24,17,,4,,0,,,,6,,31,31,45,24,17,,4,,0,,,,6,,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5,46.7,66.9,68.7,41.5,46.6,66.8,68.3,41.5,46.7,66.9,68.7,41.5,46.6,66.8,68.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 20,000 POUNDS)",A25,FutOnly
"MILK, Class III - CHICAGO MERCANTILE EXCHANGE",230228,2/28/2023,052641,CME ,00,052 ,26450,7696,9625,9763,342,289,973,4203,519,3095,4361,1116,23451,20455,2999,5995,26450,7696,9625,9763,342,289,973,4203,519,3095,4361,1116,23451,20455,2999,5995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026,233,734,698,2,-28,130,-363,-52,222,459,-141,1062,611,-36,415,100,29.1,36.4,36.9,1.3,1.1,3.7,15.9,2,11.7,16.5,4.2,88.7,77.3,11.3,22.7,100,29.1,36.4,36.9,1.3,1.1,3.7,15.9,2,11.7,16.5,4.2,88.7,77.3,11.3,22.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,19,23,5,,,,13,,9,9,5,37,53,72,19,23,5,,,,13,,9,9,5,37,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.9,28.1,65.6,41.9,47.1,28.1,62.5,41.9,48.9,28.1,65.6,41.9,47.1,28.1,62.5,41.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 200,000 POUNDS)",A25,FutOnly
"MILK, Class III - CHICAGO MERCANTILE EXCHANGE",230221,2/21/2023,052641,CME ,00,052 ,25424,7463,8891,9065,340,317,843,4566,571,2873,3902,1257,22389,19844,3035,5580,25424,7463,8891,9065,340,317,843,4566,571,2873,3902,1257,22389,19844,3035,5580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,26,134,200,4,-3,37,85,-41,-99,288,148,268,615,97,-250,100,29.4,35,35.7,1.3,1.2,3.3,18,2.2,11.3,15.3,4.9,88.1,78.1,11.9,21.9,100,29.4,35,35.7,1.3,1.2,3.3,18,2.2,11.3,15.3,4.9,88.1,78.1,11.9,21.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,18,23,5,,,,16,,8,8,7,35,57,73,18,23,5,,,,16,,8,8,7,35,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3,28.5,64.2,41.8,45.6,28.5,60.6,41.7,47.3,28.5,64.2,41.8,45.6,28.5,60.6,41.7,0,0,0,0,0,0,0,0,"(CONTRACTS OF 200,000 POUNDS)",A25,FutOnly
"MILK, Class III - CHICAGO MERCANTILE EXCHANGE",230214,2/14/2023,052641,CME ,00,052 ,25059,7437,8757,8865,336,320,806,4481,612,2972,3614,1109,22121,19229,2938,5830,25059,7437,8757,8865,336,320,806,4481,612,2972,3614,1109,22121,19229,2938,5830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967,254,583,505,11,21,-24,13,-69,-350,219,113,450,891,517,76,100,29.7,34.9,35.4,1.3,1.3,3.2,17.9,2.4,11.9,14.4,4.4,88.3,76.7,11.7,23.3,100,29.7,34.9,35.4,1.3,1.3,3.2,17.9,2.4,11.9,14.4,4.4,88.3,76.7,11.7,23.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,17,21,5,,,,14,,10,5,7,35,51,68,17,21,5,,,,14,,10,5,7,35,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.6,29.7,63.7,42.9,45.2,29.7,60.1,42.8,46.6,29.7,63.7,42.9,45.2,29.7,60.1,42.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 200,000 POUNDS)",A25,FutOnly
"MILK, Class III - CHICAGO MERCANTILE EXCHANGE",230207,2/7/2023,052641,CME ,00,052 ,24092,7183,8174,8360,325,299,830,4468,681,3322,3395,996,21671,18338,2421,5754,24092,7183,8174,8360,325,299,830,4468,681,3322,3395,996,21671,18338,2421,5754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2444,-1381,-1682,-1,-57,-439,30,486,9,-621,-403,8,-2395,-2078,-49,-366,100,29.8,33.9,34.7,1.3,1.2,3.4,18.5,2.8,13.8,14.1,4.1,90,76.1,10,23.9,100,29.8,33.9,34.7,1.3,1.2,3.4,18.5,2.8,13.8,14.1,4.1,90,76.1,10,23.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,15,21,5,,,,13,,9,5,6,33,48,66,15,21,5,,,,13,,9,5,6,33,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.3,29.8,63.6,43.3,45,29.8,60.1,43.3,46.3,29.8,63.6,43.3,45,29.8,60.1,43.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 200,000 POUNDS)",A25,FutOnly
"MILK, Class III - CHICAGO MERCANTILE EXCHANGE",230131,1/31/2023,052641,CME ,00,052 ,26536,8564,9856,8361,382,738,800,3982,672,3943,3798,988,24066,20416,2470,6120,26536,8564,9856,8361,382,738,800,3982,672,3943,3798,988,24066,20416,2470,6120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117,216,223,464,49,54,389,472,-66,580,276,-213,1424,795,-307,322,100,32.3,37.1,31.5,1.4,2.8,3,15,2.5,14.9,14.3,3.7,90.7,76.9,9.3,23.1,100,32.3,37.1,31.5,1.4,2.8,3,15,2.5,14.9,14.3,3.7,90.7,76.9,9.3,23.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,16,22,4,,,,11,,9,8,9,37,51,69,16,22,4,,,,11,,9,8,9,37,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.6,30.9,64.1,45.2,45.2,30.9,61.3,45.1,45.6,30.9,64.1,45.2,45.2,30.9,61.3,45.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 200,000 POUNDS)",A25,FutOnly
"MILK, Class III - CHICAGO MERCANTILE EXCHANGE",230124,1/24/2023,052641,CME ,00,052 ,25419,8348,9633,7897,333,684,411,3510,738,3363,3522,1201,22642,19621,2777,5798,25419,8348,9633,7897,333,684,411,3510,738,3363,3522,1201,22642,19621,2777,5798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,487,352,127,12,13,-181,-577,103,-210,270,257,596,430,133,299,100,32.8,37.9,31.1,1.3,2.7,1.6,13.8,2.9,13.2,13.9,4.7,89.1,77.2,10.9,22.8,100,32.8,37.9,31.1,1.3,2.7,1.6,13.8,2.9,13.2,13.9,4.7,89.1,77.2,10.9,22.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,15,21,5,,,,9,,10,7,7,37,46,66,15,21,5,,,,9,,10,7,7,37,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,31.8,62.1,45.9,44.5,31.7,60.6,45.8,45,31.8,62.1,45.9,44.5,31.7,60.6,45.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 200,000 POUNDS)",A25,FutOnly
"MILK, Class III - CHICAGO MERCANTILE EXCHANGE",230117,1/17/2023,052641,CME ,00,052 ,24690,7861,9281,7770,321,671,592,4087,635,3573,3252,944,22046,19191,2644,5499,24690,7861,9281,7770,321,671,592,4087,635,3573,3252,944,22046,19191,2644,5499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,89,582,278,13,75,208,-323,-14,-41,179,29,624,541,-32,51,100,31.8,37.6,31.5,1.3,2.7,2.4,16.6,2.6,14.5,13.2,3.8,89.3,77.7,10.7,22.3,100,31.8,37.6,31.5,1.3,2.7,2.4,16.6,2.6,14.5,13.2,3.8,89.3,77.7,10.7,22.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,15,19,5,,,,7,,9,9,7,35,44,64,15,19,5,,,,7,,9,9,7,35,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.8,34.8,62.5,49.3,45.7,34.8,61.2,49.1,45.8,34.8,62.5,49.3,45.7,34.8,61.2,49.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 200,000 POUNDS)",A25,FutOnly
"MILK, Class III - CHICAGO MERCANTILE EXCHANGE",230110,1/10/2023,052641,CME ,00,052 ,24098,7772,8699,7492,308,596,384,4410,649,3614,3073,915,21422,18650,2676,5448,24098,7772,8699,7492,308,596,384,4410,649,3614,3073,915,21422,18650,2676,5448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2815,-1325,-1735,-698,-61,-4,-434,921,82,-132,-810,-246,-2757,-1853,-58,-962,100,32.3,36.1,31.1,1.3,2.5,1.6,18.3,2.7,15,12.8,3.8,88.9,77.4,11.1,22.6,100,32.3,36.1,31.1,1.3,2.5,1.6,18.3,2.7,15,12.8,3.8,88.9,77.4,11.1,22.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,15,18,5,,,,8,,7,10,5,32,43,62,15,18,5,,,,8,,7,10,5,32,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.5,35.1,61.6,50.2,44.4,35.1,59.8,50.2,44.5,35.1,61.6,50.2,44.4,35.1,59.8,50.2,0,0,0,0,0,0,0,0,"(CONTRACTS OF 200,000 POUNDS)",A25,FutOnly
"MILK, Class III - CHICAGO MERCANTILE EXCHANGE",230103,1/3/2023,052641,CME ,00,052 ,26913,9097,10434,8190,369,600,818,3489,567,3746,3883,1161,24179,20503,2734,6410,26913,9097,10434,8190,369,600,818,3489,567,3746,3883,1161,24179,20503,2734,6410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,96,221,340,1,71,-48,20,-2,49,160,54,560,525,-21,14,100,33.8,38.8,30.4,1.4,2.2,3,13,2.1,13.9,14.4,4.3,89.8,76.2,10.2,23.8,100,33.8,38.8,30.4,1.4,2.2,3,13,2.1,13.9,14.4,4.3,89.8,76.2,10.2,23.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,16,25,5,,,,8,,7,9,10,37,51,65,16,25,5,,,,8,,7,9,10,37,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.8,32.3,63.5,49.3,47.6,32.3,61.1,49,47.8,32.3,63.5,49.3,47.6,32.3,61.1,49,0,0,0,0,0,0,0,0,"(CONTRACTS OF 200,000 POUNDS)",A25,FutOnly
NON FAT DRY MILK - CHICAGO MERCANTILE EXCHANGE,230228,2/28/2023,052642,CME ,00,052 ,9553,6924,4812,828,490,455,53,484,56,166,2507,121,8603,8925,950,628,9553,6924,4812,828,490,455,53,484,56,166,2507,121,8603,8925,950,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,222,247,-36,-69,19,0,38,9,35,-67,14,263,191,-58,14,100,72.5,50.4,8.7,5.1,4.8,0.6,5.1,0.6,1.7,26.2,1.3,90.1,93.4,9.9,6.6,100,72.5,50.4,8.7,5.1,4.8,0.6,5.1,0.6,1.7,26.2,1.3,90.1,93.4,9.9,6.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,25,14,4,,4,,,,,5,5,37,27,45,25,14,4,,4,,,,,5,5,37,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.4,33,49.7,57.4,32.5,29.8,47.5,52,34.4,33,49.7,57.4,32.5,29.8,47.5,52,0,0,0,0,0,0,0,0,"(CONTRACTS OF 44,000 LBS.)",A25,FutOnly
NON FAT DRY MILK - CHICAGO MERCANTILE EXCHANGE,230221,2/21/2023,052642,CME ,00,052 ,9348,6702,4565,864,559,436,53,446,47,131,2574,107,8340,8734,1008,614,9348,6702,4565,864,559,436,53,446,47,131,2574,107,8340,8734,1008,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,239,-13,-17,-20,23,23,27,8,-21,313,10,265,348,44,-39,100,71.7,48.8,9.2,6,4.7,0.6,4.8,0.5,1.4,27.5,1.1,89.2,93.4,10.8,6.6,100,71.7,48.8,9.2,6,4.7,0.6,4.8,0.5,1.4,27.5,1.1,89.2,93.4,10.8,6.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,26,14,4,,4,,,,,5,4,37,27,45,26,14,4,,4,,,,,5,4,37,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.9,32.8,49.9,57.5,32.7,30,47.7,52.6,34.9,32.8,49.9,57.5,32.7,30,47.7,52.6,0,0,0,0,0,0,0,0,"(CONTRACTS OF 44,000 LBS.)",A25,FutOnly
NON FAT DRY MILK - CHICAGO MERCANTILE EXCHANGE,230214,2/14/2023,052642,CME ,00,052 ,9039,6463,4578,881,579,413,30,419,39,152,2261,97,8075,8386,964,653,9039,6463,4578,881,579,413,30,419,39,152,2261,97,8075,8386,964,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,111,409,280,-7,-207,30,-65,13,51,165,-37,241,271,7,-23,100,71.5,50.6,9.7,6.4,4.6,0.3,4.6,0.4,1.7,25,1.1,89.3,92.8,10.7,7.2,100,71.5,50.6,9.7,6.4,4.6,0.3,4.6,0.4,1.7,25,1.1,89.3,92.8,10.7,7.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,26,15,4,,4,,,,,5,4,38,28,46,26,15,4,,4,,,,,5,4,38,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.8,33,51.1,57.5,33.5,30.4,48.9,52.6,35.8,33,51.1,57.5,33.5,30.4,48.9,52.6,0,0,0,0,0,0,0,0,"(CONTRACTS OF 44,000 LBS.)",A25,FutOnly
NON FAT DRY MILK - CHICAGO MERCANTILE EXCHANGE,230207,2/7/2023,052642,CME ,00,052 ,8791,6352,4169,601,586,620,0,484,26,101,2096,134,7834,8115,957,676,8791,6352,4169,601,586,620,0,484,26,101,2096,134,7834,8115,957,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1353,-1105,-489,8,-32,-148,0,-63,-8,-45,-334,-49,-1347,-1123,-6,-230,100,72.3,47.4,6.8,6.7,7.1,0,5.5,0.3,1.1,23.8,1.5,89.1,92.3,10.9,7.7,100,72.3,47.4,6.8,6.7,7.1,0,5.5,0.3,1.1,23.8,1.5,89.1,92.3,10.9,7.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,27,13,4,,4,0,,,,5,4,38,26,44,27,13,4,,4,0,,,,5,4,38,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5,32.2,50.8,56.1,33.1,29.9,46.8,51,35.5,32.2,50.8,56.1,33.1,29.9,46.8,51,0,0,0,0,0,0,0,0,"(CONTRACTS OF 44,000 LBS.)",A25,FutOnly
